year,quarter,quarter_qf,hb,hb_name,hbqf,location,location_name,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beddays,all_staffed_beddays_qf,total_occupied_beddays,total_occupied_beddays_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,yq
2018,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,1126,NA,683,NA,12.23913043,NA,7.423913043,NA,60.65719361,NA,2018Q3
2018,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,1422,NA,472,NA,15.45652174,NA,5.130434783,NA,33.19268636,NA,2018Q4
2019,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,881,NA,478,NA,9.788888889,NA,5.311111111,NA,54.25652667,NA,2019Q1
2019,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A7,NA,Dermatology,NA,7,NA,7,NA,0.077777778,NA,0.077777778,NA,100,NA,2019Q1
2019,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,428,NA,428,NA,4.703296703,NA,4.703296703,NA,100,NA,2019Q2
2019,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,329,NA,329,NA,3.576086957,NA,3.576086957,NA,100,NA,2019Q3
2019,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,255,NA,255,NA,2.77173913,NA,2.77173913,NA,100,NA,2019Q4
2020,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,172,NA,172,NA,1.89010989,NA,1.89010989,NA,100,NA,2020Q1
2020,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,34,NA,34,NA,0.373626374,NA,0.373626374,NA,100,NA,2020Q2
2020,2,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A7,NA,Dermatology,NA,1,NA,1,NA,0.010989011,NA,0.010989011,NA,100,NA,2020Q2
2020,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,133,NA,133,NA,1.445652174,NA,1.445652174,NA,100,NA,2020Q3
2020,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A7,NA,Dermatology,NA,6,NA,6,NA,0.065217391,NA,0.065217391,NA,100,NA,2020Q3
2020,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,46,NA,46,NA,0.5,NA,0.5,NA,100,NA,2020Q4
2020,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A7,NA,Dermatology,NA,6,NA,6,NA,0.065217391,NA,0.065217391,NA,100,NA,2020Q4
2021,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,66,NA,66,NA,0.733333333,NA,0.733333333,NA,100,NA,2021Q1
2021,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,90,NA,90,NA,0.989010989,NA,0.989010989,NA,100,NA,2021Q2
2021,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,60,NA,60,NA,0.652173913,NA,0.652173913,NA,100,NA,2021Q3
2021,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,114,NA,114,NA,1.239130435,NA,1.239130435,NA,100,NA,2021Q4
2022,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,80,NA,80,NA,0.888888889,NA,0.888888889,NA,100,NA,2022Q1
2022,2,p,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A7,NA,Dermatology,NA,69,NA,69,NA,0.758241758,NA,0.758241758,NA,100,NA,2022Q2
2017,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1572,NA,746,NA,17.27472527,NA,8.197802198,NA,47.45547074,NA,2017Q2
2017,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1164,NA,776,NA,12.65217391,NA,8.434782609,NA,66.66666667,NA,2017Q3
2017,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1,NA,1,NA,0.010869565,NA,0.010869565,NA,100,NA,2017Q3
2017,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1224,NA,843,NA,13.30434783,NA,9.163043478,NA,68.87254902,NA,2017Q4
2018,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,936,NA,781,NA,10.4,NA,8.677777778,NA,83.44017094,NA,2018Q1
2018,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1235,NA,777,NA,13.57142857,NA,8.538461538,NA,62.91497976,NA,2018Q2
2018,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1492,NA,667,NA,16.2173913,NA,7.25,NA,44.70509383,NA,2018Q3
2018,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2,NA,2,NA,0.02173913,NA,0.02173913,NA,100,NA,2018Q3
2018,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1538,NA,732,NA,16.7173913,NA,7.956521739,NA,47.59427828,NA,2018Q4
2019,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1397,NA,850,NA,15.52222222,NA,9.444444444,NA,60.84466714,NA,2019Q1
2019,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1339,NA,661,NA,14.71428571,NA,7.263736264,NA,49.36519791,NA,2019Q2
2019,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1234,NA,540,NA,13.41304348,NA,5.869565217,NA,43.76012966,NA,2019Q3
2019,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1417,NA,677,NA,15.40217391,NA,7.358695652,NA,47.77699365,NA,2019Q4
2020,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1213,NA,606,NA,13.32967033,NA,6.659340659,NA,49.95877988,NA,2020Q1
2020,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1735,NA,147,NA,19.06593407,NA,1.615384615,NA,8.472622478,NA,2020Q2
2020,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,2294,NA,199,NA,24.93478261,NA,2.163043478,NA,8.674803836,NA,2020Q3
2020,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1073,NA,259,NA,11.66304348,NA,2.815217391,NA,24.13793103,NA,2020Q4
2021,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1400,NA,364,NA,15.55555556,NA,4.044444444,NA,26,NA,2021Q1
2021,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1657,NA,316,NA,18.20879121,NA,3.472527473,NA,19.07060954,NA,2021Q2
2021,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1545,NA,283,NA,16.79347826,NA,3.076086957,NA,18.3171521,NA,2021Q3
2021,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,6,NA,6,NA,0.065217391,NA,0.065217391,NA,100,NA,2021Q3
2021,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1227,NA,275,NA,13.33695652,NA,2.989130435,NA,22.41238794,NA,2021Q4
2022,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1000,NA,366,NA,11.11111111,NA,4.066666667,NA,36.6,NA,2022Q1
2022,2,p,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,C5,NA,"Ear, Nose & Throat (ENT)",NA,1184,NA,547,NA,13.01098901,NA,6.010989011,NA,46.19932432,NA,2022Q2
2017,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,734,NA,203,NA,8.065934066,NA,2.230769231,NA,27.65667575,NA,2017Q2
2017,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,735,NA,317,NA,7.989130435,NA,3.445652174,NA,43.1292517,NA,2017Q3
2017,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,738,NA,312,NA,8.02173913,NA,3.391304348,NA,42.27642276,NA,2017Q4
2017,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,NA,z,Emergency Grouping,d,4,NA,4,NA,0.043478261,NA,0.043478261,NA,100,NA,2017Q4
2018,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,729,NA,295,NA,8.1,NA,3.277777778,NA,40.46639232,NA,2018Q1
2018,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,736,NA,299,NA,8.087912088,NA,3.285714286,NA,40.625,NA,2018Q2
2018,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,741,NA,321,NA,8.054347826,NA,3.489130435,NA,43.31983806,NA,2018Q3
2018,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,753,NA,305,NA,8.184782609,NA,3.315217391,NA,40.50464807,NA,2018Q4
2018,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0.010869565,NA,0.010869565,NA,100,NA,2018Q4
2019,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,727,NA,328,NA,8.077777778,NA,3.644444444,NA,45.11691884,NA,2019Q1
2019,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,NA,z,Emergency Grouping,d,1,NA,1,NA,0.011111111,NA,0.011111111,NA,100,NA,2019Q1
2019,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,731,NA,332,NA,8.032967033,NA,3.648351648,NA,45.41723666,NA,2019Q2
2019,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,736,NA,311,NA,8,NA,3.380434783,NA,42.25543478,NA,2019Q3
2019,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,738,NA,343,NA,8.02173913,NA,3.72826087,NA,46.47696477,NA,2019Q4
2020,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,728,NA,337,NA,8,NA,3.703296703,NA,46.29120879,NA,2020Q1
2020,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,728,NA,269,NA,8,NA,2.956043956,NA,36.95054945,NA,2020Q2
2020,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,742,NA,383,NA,8.065217391,NA,4.163043478,NA,51.61725067,NA,2020Q3
2020,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,744,NA,357,NA,8.086956522,NA,3.880434783,NA,47.98387097,NA,2020Q4
2021,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,724,NA,288,NA,8.044444444,NA,3.2,NA,39.77900552,NA,2021Q1
2021,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,NA,z,Emergency Grouping,d,3,NA,3,NA,0.033333333,NA,0.033333333,NA,100,NA,2021Q1
2021,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,737,NA,331,NA,8.098901099,NA,3.637362637,NA,44.91180461,NA,2021Q2
2021,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,755,NA,395,NA,8.206521739,NA,4.293478261,NA,52.31788079,NA,2021Q3
2021,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,744,NA,339,NA,8.086956522,NA,3.684782609,NA,45.56451613,NA,2021Q4
2022,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,724,NA,361,NA,8.044444444,NA,4.011111111,NA,49.86187845,NA,2022Q1
2022,2,p,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,NA,z,Emergency Grouping,d,728,NA,359,NA,8,NA,3.945054945,NA,49.31318681,NA,2022Q2
2017,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,193,NA,193,NA,2.120879121,NA,2.120879121,NA,100,NA,2017Q2
2017,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,246,NA,246,NA,2.673913043,NA,2.673913043,NA,100,NA,2017Q3
2017,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,370,NA,370,NA,4.02173913,NA,4.02173913,NA,100,NA,2017Q4
2018,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,334,NA,334,NA,3.711111111,NA,3.711111111,NA,100,NA,2018Q1
2018,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A8,NA,Endocrinology & Diabetes,NA,3,NA,3,NA,0.033333333,NA,0.033333333,NA,100,NA,2018Q1
2018,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,340,NA,340,NA,3.736263736,NA,3.736263736,NA,100,NA,2018Q2
2018,2,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A8,NA,Endocrinology & Diabetes,NA,5,NA,5,NA,0.054945055,NA,0.054945055,NA,100,NA,2018Q2
2018,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,287,NA,287,NA,3.119565217,NA,3.119565217,NA,100,NA,2018Q3
2018,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,160,NA,160,NA,1.739130435,NA,1.739130435,NA,100,NA,2018Q4
2019,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,212,NA,212,NA,2.355555556,NA,2.355555556,NA,100,NA,2019Q1
2019,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,408,NA,408,NA,4.483516484,NA,4.483516484,NA,100,NA,2019Q2
2019,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,290,NA,239,NA,3.152173913,NA,2.597826087,NA,82.4137931,NA,2019Q3
2019,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A8,NA,Endocrinology & Diabetes,NA,6,NA,6,NA,0.065217391,NA,0.065217391,NA,100,NA,2019Q3
2019,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,433,NA,302,NA,4.706521739,NA,3.282608696,NA,69.74595843,NA,2019Q4
2019,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A8,NA,Endocrinology & Diabetes,NA,1,NA,1,NA,0.010869565,NA,0.010869565,NA,100,NA,2019Q4
2020,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,458,NA,224,NA,5.032967033,NA,2.461538462,NA,48.90829694,NA,2020Q1
2020,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,650,NA,197,NA,7.142857143,NA,2.164835165,NA,30.30769231,NA,2020Q2
2020,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,482,NA,300,NA,5.239130435,NA,3.260869565,NA,62.2406639,NA,2020Q3
2020,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,428,NA,263,NA,4.652173913,NA,2.858695652,NA,61.44859813,NA,2020Q4
2021,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,568,NA,332,NA,6.311111111,NA,3.688888889,NA,58.45070423,NA,2021Q1
2021,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,500,NA,367,NA,5.494505495,NA,4.032967033,NA,73.4,NA,2021Q2
2021,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,494,NA,316,NA,5.369565217,NA,3.434782609,NA,63.96761134,NA,2021Q3
2021,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,383,NA,291,NA,4.163043478,NA,3.163043478,NA,75.97911227,NA,2021Q4
2022,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,448,NA,378,NA,4.977777778,NA,4.2,NA,84.375,NA,2022Q1
2022,2,p,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A8,NA,Endocrinology & Diabetes,NA,545,NA,469,NA,5.989010989,NA,5.153846154,NA,86.05504587,NA,2022Q2
2017,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2673,NA,2392,NA,29.37362637,NA,26.28571429,NA,89.48746727,NA,2017Q2
2017,2,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,48,NA,0,NA,0.527472527,NA,0,NA,0,NA,2017Q2
2017,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2609,NA,2524,NA,28.35869565,NA,27.43478261,NA,96.74204676,NA,2017Q3
2017,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,567,NA,15,NA,6.163043478,NA,0.163043478,NA,2.645502646,NA,2017Q3
2017,3,NA,S08000030,Tayside,NA,T312H,Stracathro Hospital,NA,A9,NA,Gastroenterology,NA,3,NA,3,NA,0.032608696,NA,0.032608696,NA,100,NA,2017Q3
2017,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2634,NA,2495,NA,28.63043478,NA,27.11956522,NA,94.72285497,NA,2017Q4
2017,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,565,NA,13,NA,6.141304348,NA,0.141304348,NA,2.300884956,NA,2017Q4
2017,4,NA,S08000030,Tayside,NA,T312H,Stracathro Hospital,NA,A9,NA,Gastroenterology,NA,1,NA,1,NA,0.010869565,NA,0.010869565,NA,100,NA,2017Q4
2018,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2873,NA,2801,NA,31.92222222,NA,31.12222222,NA,97.49390881,NA,2018Q1
2018,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,568,NA,28,NA,6.311111111,NA,0.311111111,NA,4.929577465,NA,2018Q1
2018,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2576,NA,2406,NA,28.30769231,NA,26.43956044,NA,93.40062112,NA,2018Q2
2018,2,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,585,NA,39,NA,6.428571429,NA,0.428571429,NA,6.666666667,NA,2018Q2
2018,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2591,NA,2420,NA,28.16304348,NA,26.30434783,NA,93.40023157,NA,2018Q3
2018,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,556,NA,4,NA,6.043478261,NA,0.043478261,NA,0.71942446,NA,2018Q3
2018,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2597,NA,2472,NA,28.22826087,NA,26.86956522,NA,95.18675395,NA,2018Q4
2018,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,465,NA,5,NA,5.054347826,NA,0.054347826,NA,1.075268817,NA,2018Q4
2019,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2455,NA,2338,NA,27.27777778,NA,25.97777778,NA,95.23421589,NA,2019Q1
2019,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,514,NA,5,NA,5.711111111,NA,0.055555556,NA,0.972762646,NA,2019Q1
2019,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2706,NA,2609,NA,29.73626374,NA,28.67032967,NA,96.41537324,NA,2019Q2
2019,2,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,557,NA,11,NA,6.120879121,NA,0.120879121,NA,1.97486535,NA,2019Q2
2019,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2854,NA,2754,NA,31.02173913,NA,29.93478261,NA,96.49614576,NA,2019Q3
2019,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,562,NA,10,NA,6.108695652,NA,0.108695652,NA,1.779359431,NA,2019Q3
2019,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2814,NA,2699,NA,30.58695652,NA,29.33695652,NA,95.91329069,NA,2019Q4
2019,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,580,NA,28,NA,6.304347826,NA,0.304347826,NA,4.827586207,NA,2019Q4
2020,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2387,NA,2177,NA,26.23076923,NA,23.92307692,NA,91.20234604,NA,2020Q1
2020,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,561,NA,15,NA,6.164835165,NA,0.164835165,NA,2.673796791,NA,2020Q1
2020,1,NA,S08000030,Tayside,NA,T312H,Stracathro Hospital,NA,A9,NA,Gastroenterology,NA,14,NA,14,NA,0.153846154,NA,0.153846154,NA,100,NA,2020Q1
2020,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2250,NA,1721,NA,24.72527473,NA,18.91208791,NA,76.48888889,NA,2020Q2
2020,2,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,548,NA,2,NA,6.021978022,NA,0.021978022,NA,0.364963504,NA,2020Q2
2020,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2643,NA,2504,NA,28.72826087,NA,27.2173913,NA,94.74082482,NA,2020Q3
2020,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,560,NA,8,NA,6.086956522,NA,0.086956522,NA,1.428571429,NA,2020Q3
2020,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2505,NA,2211,NA,27.22826087,NA,24.0326087,NA,88.26347305,NA,2020Q4
2020,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,517,NA,10,NA,5.619565217,NA,0.108695652,NA,1.934235977,NA,2020Q4
2021,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2226,NA,1983,NA,24.73333333,NA,22.03333333,NA,89.08355795,NA,2021Q1
2021,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,475,NA,25,NA,5.277777778,NA,0.277777778,NA,5.263157895,NA,2021Q1
2021,2,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2383,NA,2203,NA,26.18681319,NA,24.20879121,NA,92.44649601,NA,2021Q2
2021,2,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,458,NA,3,NA,5.032967033,NA,0.032967033,NA,0.655021834,NA,2021Q2
2021,3,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2440,NA,2301,NA,26.52173913,NA,25.01086957,NA,94.30327869,NA,2021Q3
2021,3,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,471,NA,11,NA,5.119565217,NA,0.119565217,NA,2.335456476,NA,2021Q3
2021,4,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2270,NA,2090,NA,24.67391304,NA,22.7173913,NA,92.07048458,NA,2021Q4
2021,4,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,483,NA,23,NA,5.25,NA,0.25,NA,4.761904762,NA,2021Q4
2022,1,NA,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2812,NA,2429,NA,31.24444444,NA,26.98888889,NA,86.37980085,NA,2022Q1
2022,1,NA,S08000030,Tayside,NA,T202H,Perth Royal Infirmary,NA,A9,NA,Gastroenterology,NA,313,NA,18,NA,3.477777778,NA,0.2,NA,5.750798722,NA,2022Q1
2022,2,p,S08000030,Tayside,NA,T101H,Ninewells Hospital,NA,A9,NA,Gastroenterology,NA,2928,NA,2855,NA,32.17582418,NA,31.37362637,NA,97.5068306,NA,2022Q2
