year,month,hbt,hb_name,treatment_location,location_name,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,is_covid_year
2021,09,S08000024,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,6042,6042,NA,5672,5672,NA,756,NA,0,NA,5238,NA,3,NA,45,NA,12,NA,0,NA,TRUE
2021,09,S08000025,Orkney,R103H,The Balfour,Emergency Department,532,532,NA,510,510,NA,116,NA,1,NA,402,NA,5,NA,8,NA,1,NA,1,NA,TRUE
2021,09,S08000026,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,531,531,NA,519,519,NA,118,NA,3,NA,404,NA,3,NA,3,NA,1,NA,0,NA,TRUE
2021,09,S08000030,Tayside,T101H,Ninewells Hospital,Emergency Department,4895,4895,NA,4481,4481,NA,1586,NA,5,NA,3003,NA,200,NA,101,NA,3,NA,0,NA,TRUE
2021,09,S08000030,Tayside,T202H,Perth Royal Infirmary,Emergency Department,1929,1929,NA,1816,1816,NA,235,NA,2,NA,1467,NA,202,NA,23,NA,12,NA,3,NA,TRUE
2021,09,S08000030,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,650,650,NA,650,650,NA,0,NA,0,NA,609,NA,40,NA,1,NA,0,NA,0,NA,TRUE
2021,09,S08000030,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,305,305,NA,305,305,NA,0,NA,1,NA,296,NA,7,NA,1,NA,0,NA,0,NA,TRUE
2021,09,S08000028,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,09,S08000028,Western Isles,W107H,Western Isles Hospital,Emergency Department,340,340,NA,333,333,NA,80,NA,0,NA,250,NA,6,NA,4,NA,0,NA,0,NA,TRUE
2021,09,S08000028,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,79,79,NA,78,78,NA,3,NA,0,NA,73,NA,2,NA,1,NA,0,NA,0,NA,TRUE
2021,10,S08000015,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,226,NA,z,217,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000015,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,81,NA,z,81,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000015,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5147,5147,NA,3844,3844,NA,1596,NA,9,NA,3146,NA,55,NA,341,NA,604,NA,361,NA,TRUE
2021,10,S08000015,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,2538,2538,NA,1834,1834,NA,708,NA,5,NA,1657,NA,111,NA,57,NA,285,NA,136,NA,TRUE
2021,10,S08000015,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,55,NA,z,55,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000016,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000016,Borders,B120H,Borders General Hospital,Emergency Department,2353,2353,NA,1786,1786,NA,710,NA,2,NA,1572,NA,63,NA,6,NA,182,NA,98,NA,TRUE
2021,10,S08000017,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,955,955,NA,861,861,NA,62,NA,1,NA,799,NA,49,NA,44,NA,20,NA,5,NA,TRUE
2021,10,S08000017,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2555,2555,NA,1937,1937,NA,790,NA,3,NA,1699,NA,19,NA,44,NA,72,NA,11,NA,TRUE
2021,10,S08000029,Fife,F704H,Victoria Hospital,Emergency Department,5039,5039,NA,3536,3536,NA,1653,NA,8,NA,3190,NA,78,NA,110,NA,373,NA,62,NA,TRUE
2021,10,S08000029,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,138,138,NA,134,134,NA,2,NA,0,NA,133,NA,2,NA,1,NA,1,NA,0,NA,TRUE
2021,10,S08000029,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,218,218,NA,217,217,NA,0,NA,0,NA,212,NA,6,NA,0,NA,0,NA,0,NA,TRUE
2021,10,S08000029,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,970,970,NA,968,968,NA,3,NA,0,NA,893,NA,70,NA,4,NA,0,NA,0,NA,TRUE
2021,10,S08000019,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,1877,1877,NA,1874,1874,NA,6,NA,0,NA,1737,NA,1,NA,133,NA,0,NA,0,NA,TRUE
2021,10,S08000019,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,5034,5034,NA,2380,2380,NA,1500,NA,10,NA,3027,NA,31,NA,466,NA,730,NA,161,NA,TRUE
2021,10,S08000020,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,4223,4223,NA,2785,2785,NA,1324,NA,7,NA,2736,NA,16,NA,140,NA,194,NA,24,NA,TRUE
2021,10,S08000020,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1177,1177,NA,1113,1113,NA,144,NA,0,NA,1003,NA,3,NA,27,NA,8,NA,0,NA,TRUE
2021,10,S08000020,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,337,NA,z,335,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000020,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,475,NA,z,473,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000020,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,222,NA,z,221,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000020,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,20,NA,z,20,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000020,Grampian,N411H,Dr Gray's Hospital,Emergency Department,2066,2066,NA,1680,1680,NA,550,NA,5,NA,1475,NA,30,NA,6,NA,93,NA,13,NA,TRUE
2021,10,S08000031,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1166,1166,NA,1067,1067,NA,156,NA,0,NA,925,NA,75,NA,10,NA,14,NA,2,NA,TRUE
2021,10,S08000031,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2325,2325,NA,1767,1767,NA,568,NA,5,NA,1637,NA,58,NA,57,NA,69,NA,14,NA,TRUE
2021,10,S08000031,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,4751,4751,NA,3027,3027,NA,1381,NA,8,NA,3184,NA,87,NA,91,NA,556,NA,139,NA,TRUE
2021,10,S08000031,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,7204,7204,NA,4741,4741,NA,1999,NA,18,NA,4678,NA,139,NA,370,NA,440,NA,57,NA,TRUE
2021,10,S08000031,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1731,1731,NA,1728,1728,NA,0,NA,0,NA,1560,NA,93,NA,78,NA,0,NA,0,NA,TRUE
2021,10,S08000031,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,1917,1917,NA,1914,1914,NA,0,NA,0,NA,1838,NA,68,NA,11,NA,1,NA,0,NA,TRUE
2021,10,S08000031,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,7331,7331,NA,3845,3845,NA,2497,NA,17,NA,4553,NA,60,NA,204,NA,894,NA,268,NA,TRUE
2021,10,S08000031,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,6234,6234,NA,5744,5744,NA,1516,NA,1,NA,4674,NA,2,NA,41,NA,3,NA,0,NA,TRUE
2021,10,S08000022,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,557,NA,z,552,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,60,NA,z,57,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,234,NA,z,229,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,C121H,Lorn & Islands Hospital,Emergency Department,662,662,NA,611,611,NA,166,NA,0,NA,460,NA,19,NA,17,NA,7,NA,0,NA,TRUE
2021,10,S08000022,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,300,300,NA,271,271,NA,42,NA,1,NA,229,NA,22,NA,6,NA,4,NA,1,NA,TRUE
2021,10,S08000022,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,4,NA,z,4,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,H103H,Caithness General Hospital,Emergency Department,752,752,NA,666,666,NA,153,NA,3,NA,556,NA,22,NA,18,NA,10,NA,2,NA,TRUE
2021,10,S08000022,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,24,NA,z,24,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,H202H,Raigmore Hospital,Emergency Department,2861,2861,NA,2213,2213,NA,753,NA,2,NA,1902,NA,40,NA,164,NA,128,NA,20,NA,TRUE
2021,10,S08000022,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,229,NA,z,228,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,H212H,Belford Hospital,Emergency Department,738,738,NA,675,675,NA,95,NA,1,NA,598,NA,27,NA,17,NA,4,NA,0,NA,TRUE
2021,10,S08000022,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,318,NA,z,318,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,66,NA,z,66,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,3,NA,z,3,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,284,NA,z,282,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,H227B,NA,Minor Injury Unit or Other,70,NA,z,70,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000022,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,101,NA,z,99,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000032,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5507,5507,NA,3875,3875,NA,1790,NA,8,NA,3618,NA,75,NA,16,NA,334,NA,89,NA,TRUE
2021,10,S08000032,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,5099,5099,NA,3414,3414,NA,1427,NA,15,NA,3527,NA,122,NA,8,NA,207,NA,42,NA,TRUE
2021,10,S08000032,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5950,5950,NA,3471,3471,NA,2090,NA,9,NA,3733,NA,53,NA,65,NA,857,NA,148,NA,TRUE
2021,10,S08000024,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3343,3343,NA,2163,2163,NA,1193,NA,0,NA,2144,NA,0,NA,6,NA,269,NA,102,NA,TRUE
2021,10,S08000024,Lothian,S308H,St John's Hospital,Emergency Department,4694,4694,NA,3110,3110,NA,885,NA,3,NA,3393,NA,100,NA,313,NA,466,NA,219,NA,TRUE
2021,10,S08000024,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,10212,10212,NA,5733,5733,NA,3102,NA,9,NA,6900,NA,127,NA,74,NA,1451,NA,661,NA,TRUE
2021,10,S08000024,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,5068,5068,NA,4806,4806,NA,682,NA,0,NA,4351,NA,1,NA,34,NA,6,NA,0,NA,TRUE
2021,10,S08000025,Orkney,R103H,The Balfour,Emergency Department,457,457,NA,436,436,NA,123,NA,0,NA,326,NA,5,NA,3,NA,1,NA,0,NA,TRUE
2021,10,S08000026,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,544,544,NA,521,521,NA,134,NA,1,NA,403,NA,1,NA,5,NA,1,NA,0,NA,TRUE
2021,10,S08000030,Tayside,T101H,Ninewells Hospital,Emergency Department,4874,4874,NA,4430,4430,NA,1773,NA,9,NA,2852,NA,164,NA,76,NA,3,NA,0,NA,TRUE
2021,10,S08000030,Tayside,T202H,Perth Royal Infirmary,Emergency Department,1717,1717,NA,1611,1611,NA,260,NA,1,NA,1275,NA,161,NA,20,NA,10,NA,3,NA,TRUE
2021,10,S08000030,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,560,560,NA,560,560,NA,0,NA,2,NA,492,NA,62,NA,4,NA,0,NA,0,NA,TRUE
2021,10,S08000030,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,276,276,NA,276,276,NA,0,NA,0,NA,271,NA,5,NA,0,NA,0,NA,0,NA,TRUE
2021,10,S08000028,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,10,S08000028,Western Isles,W107H,Western Isles Hospital,Emergency Department,334,334,NA,326,326,NA,117,NA,1,NA,209,NA,3,NA,4,NA,0,NA,0,NA,TRUE
2021,10,S08000028,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,66,66,NA,65,65,NA,3,NA,0,NA,63,NA,0,NA,0,NA,0,NA,0,NA,TRUE
2021,11,S08000015,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,166,NA,z,162,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000015,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,44,NA,z,42,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000015,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,4861,4861,NA,3567,3567,NA,1606,NA,11,NA,2927,NA,45,NA,272,NA,578,NA,322,NA,TRUE
2021,11,S08000015,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,2165,2165,NA,1592,1592,NA,620,NA,3,NA,1438,NA,83,NA,21,NA,236,NA,107,NA,TRUE
2021,11,S08000015,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,61,NA,z,61,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000016,Borders,B120H,Borders General Hospital,Emergency Department,2217,2217,NA,1543,1543,NA,724,NA,2,NA,1433,NA,51,NA,7,NA,260,NA,135,NA,TRUE
2021,11,S08000017,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,852,852,NA,773,773,NA,54,NA,0,NA,705,NA,56,NA,37,NA,18,NA,3,NA,TRUE
2021,11,S08000017,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2407,2407,NA,1868,1868,NA,758,NA,3,NA,1557,NA,30,NA,59,NA,96,NA,11,NA,TRUE
2021,11,S08000029,Fife,F704H,Victoria Hospital,Emergency Department,5046,5046,NA,3762,3762,NA,1589,NA,7,NA,3278,NA,76,NA,96,NA,189,NA,21,NA,TRUE
2021,11,S08000029,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,143,143,NA,137,137,NA,1,NA,0,NA,140,NA,2,NA,0,NA,0,NA,0,NA,TRUE
2021,11,S08000029,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,217,217,NA,217,217,NA,0,NA,0,NA,214,NA,3,NA,0,NA,0,NA,0,NA,TRUE
2021,11,S08000029,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,939,939,NA,939,939,NA,7,NA,0,NA,854,NA,73,NA,5,NA,0,NA,0,NA,TRUE
2021,11,S08000019,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,1690,1690,NA,1689,1689,NA,5,NA,0,NA,1559,NA,1,NA,125,NA,0,NA,0,NA,TRUE
2021,11,S08000019,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,4750,4750,NA,2582,2582,NA,1520,NA,12,NA,2718,NA,32,NA,468,NA,482,NA,92,NA,TRUE
2021,11,S08000020,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,3972,3972,NA,2327,2327,NA,1295,NA,17,NA,2419,NA,10,NA,231,NA,286,NA,29,NA,TRUE
2021,11,S08000020,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1306,1306,NA,1199,1199,NA,179,NA,1,NA,1094,NA,3,NA,29,NA,4,NA,1,NA,TRUE
2021,11,S08000020,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,360,NA,z,359,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000020,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,407,NA,z,406,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000020,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,218,NA,z,213,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000020,Grampian,N411H,Dr Gray's Hospital,Emergency Department,2023,2023,NA,1673,1673,NA,577,NA,1,NA,1427,NA,18,NA,0,NA,63,NA,18,NA,TRUE
2021,11,S08000031,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1135,1135,NA,1067,1067,NA,152,NA,0,NA,930,NA,48,NA,5,NA,4,NA,0,NA,TRUE
2021,11,S08000031,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2286,2286,NA,1762,1762,NA,516,NA,9,NA,1630,NA,84,NA,47,NA,56,NA,4,NA,TRUE
2021,11,S08000031,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,4406,4406,NA,2916,2916,NA,1377,NA,15,NA,2881,NA,70,NA,63,NA,345,NA,59,NA,TRUE
2021,11,S08000031,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,6720,6720,NA,5103,5103,NA,1990,NA,13,NA,4332,NA,121,NA,264,NA,163,NA,10,NA,TRUE
2021,11,S08000031,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1687,1687,NA,1684,1684,NA,0,NA,2,NA,1508,NA,105,NA,72,NA,0,NA,0,NA,TRUE
2021,11,S08000031,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,1872,1872,NA,1872,1872,NA,0,NA,2,NA,1785,NA,62,NA,23,NA,0,NA,0,NA,TRUE
2021,11,S08000031,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,7037,7037,NA,4245,4245,NA,2518,NA,23,NA,4296,NA,37,NA,163,NA,356,NA,55,NA,TRUE
2021,11,S08000031,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,6486,6486,NA,5606,5606,NA,1504,NA,3,NA,4940,NA,2,NA,37,NA,17,NA,1,NA,TRUE
2021,11,S08000022,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,538,NA,z,530,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,46,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,255,NA,z,249,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,C121H,Lorn & Islands Hospital,Emergency Department,595,595,NA,570,570,NA,157,NA,1,NA,416,NA,10,NA,11,NA,3,NA,0,NA,TRUE
2021,11,S08000022,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,273,273,NA,253,253,NA,40,NA,0,NA,211,NA,18,NA,4,NA,4,NA,1,NA,TRUE
2021,11,S08000022,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,2,NA,z,2,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,H103H,Caithness General Hospital,Emergency Department,773,773,NA,680,680,NA,144,NA,3,NA,573,NA,33,NA,20,NA,19,NA,5,NA,TRUE
2021,11,S08000022,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,9,NA,z,9,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,H202H,Raigmore Hospital,Emergency Department,2621,2621,NA,2074,2074,NA,729,NA,4,NA,1757,NA,21,NA,110,NA,88,NA,21,NA,TRUE
2021,11,S08000022,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,232,NA,z,231,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,H212H,Belford Hospital,Emergency Department,630,630,NA,562,562,NA,109,NA,0,NA,473,NA,35,NA,13,NA,8,NA,2,NA,TRUE
2021,11,S08000022,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,256,NA,z,256,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,32,NA,z,32,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,231,NA,z,231,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,H227B,NA,Minor Injury Unit or Other,67,NA,z,67,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000022,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,76,NA,z,76,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000032,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5380,5380,NA,4174,4174,NA,1784,NA,3,NA,3482,NA,93,NA,18,NA,157,NA,23,NA,TRUE
2021,11,S08000032,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4810,4810,NA,3592,3592,NA,1410,NA,8,NA,3272,NA,113,NA,7,NA,143,NA,25,NA,TRUE
2021,11,S08000032,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5696,5696,NA,3750,3750,NA,1903,NA,3,NA,3684,NA,47,NA,59,NA,569,NA,111,NA,TRUE
2021,11,S08000024,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3206,3206,NA,1972,1972,NA,1120,NA,1,NA,2076,NA,1,NA,8,NA,349,NA,168,NA,TRUE
2021,11,S08000024,Lothian,S308H,St John's Hospital,Emergency Department,4335,4335,NA,3232,3232,NA,888,NA,2,NA,2978,NA,36,NA,431,NA,239,NA,61,NA,TRUE
2021,11,S08000024,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,9853,9853,NA,5541,5541,NA,3150,NA,6,NA,6501,NA,144,NA,52,NA,1369,NA,666,NA,TRUE
2021,11,S08000024,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,5059,5059,NA,4765,4765,NA,771,NA,0,NA,4243,NA,15,NA,30,NA,5,NA,0,NA,TRUE
2021,11,S08000025,Orkney,R103H,The Balfour,Emergency Department,456,456,NA,441,441,NA,123,NA,0,NA,327,NA,2,NA,4,NA,0,NA,0,NA,TRUE
2021,11,S08000026,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,566,566,NA,547,547,NA,135,NA,1,NA,422,NA,1,NA,7,NA,0,NA,0,NA,TRUE
2021,11,S08000030,Tayside,T101H,Ninewells Hospital,Emergency Department,4516,4516,NA,4186,4186,NA,1610,NA,11,NA,2691,NA,150,NA,54,NA,4,NA,0,NA,TRUE
2021,11,S08000030,Tayside,T202H,Perth Royal Infirmary,Emergency Department,1650,1650,NA,1594,1594,NA,256,NA,0,NA,1233,NA,140,NA,21,NA,6,NA,3,NA,TRUE
2021,11,S08000030,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,532,532,NA,532,532,NA,0,NA,0,NA,483,NA,48,NA,1,NA,0,NA,0,NA,TRUE
2021,11,S08000030,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,239,239,NA,239,239,NA,0,NA,0,NA,234,NA,5,NA,0,NA,0,NA,0,NA,TRUE
2021,11,S08000028,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,11,S08000028,Western Isles,W107H,Western Isles Hospital,Emergency Department,324,324,NA,315,315,NA,112,NA,0,NA,208,NA,2,NA,2,NA,0,NA,0,NA,TRUE
2021,11,S08000028,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,81,81,NA,80,80,NA,9,NA,0,NA,72,NA,0,NA,0,NA,0,NA,0,NA,TRUE
2021,12,S08000015,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,131,NA,z,125,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,12,S08000015,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,58,NA,z,58,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,TRUE
2021,12,S08000015,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,4493,4493,NA,3363,3363,NA,1439,NA,6,NA,2715,NA,39,NA,294,NA,512,NA,294,NA,TRUE
2021,12,S08000015,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,2124,2124,NA,1557,1557,NA,651,NA,5,NA,1358,NA,86,NA,24,NA,228,NA,110,NA,TRUE
